source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.9387207, 40.82765961)", ,19.59000,27.710, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.68244934, 40.73498535)', '(-73.78891754, 40.64305115)', '(-73.82274628, 40.68207932)', '(-73.75619507, 40.69025421)', '(-73.85245514, 40.71651077)', '(-73.84436035, 40.77154922)']"
"(-73.785924, 40.645134)","(-73.93890381, 40.84624481)","(-73.81892395, 40.76141739)",21.31000,29.600,10.95000,16.160,25.75000,27.950,Matched
"(-73.785924, 40.645134)","(-73.93939972, 40.67002487)", ,10.65000,17.480, , ,,,"(-73.93939972, 40.67002487):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93954468, 40.72421265)","(-73.80605316, 40.71461105)",12.93000,20.840,7.37000,10.990,17.79000,19.110,Matched
"(-73.785924, 40.645134)","(-73.93960571, 40.71301651)", ,11.82000,18.860, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83181763, 40.70597076)']"
"(-73.785924, 40.645134)","(-73.93965149, 40.84761429)", ,21.30000,29.580, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92766571, 40.85047913)']"
"(-73.785924, 40.645134)","(-73.9397049, 40.75151062)","(-73.83740997, 40.69107056)",16.12000,22.960,6.95000,11.090,18.43000,19.740,Matched
"(-73.785924, 40.645134)","(-73.93986511, 40.78957748)","(-73.82904816, 40.7087822)",18.31000,26.170,7.06000,10.540,20.14500,22.570,Matched
"(-73.785924, 40.645134)","(-73.94017029, 40.8517952)", ,21.43000,29.110, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.68244934, 40.73498535)', '(-73.78891754, 40.64305115)', '(-73.82274628, 40.68207932)', '(-73.91970825, 40.84786987)', '(-73.75619507, 40.69025421)', '(-73.85245514, 40.71651077)', '(-73.84436035, 40.77154922)']"
"(-73.785924, 40.645134)","(-73.94034576, 40.76054001)","(-73.79608154, 40.66765976)",15.94000,22.480,2.94000,5.770,14.18000,18.630,Matched
"(-73.785924, 40.645134)","(-73.94042969, 40.72410965)","(-73.79585266, 40.66764832)",13.24000,22.210,2.97000,5.890,14.07500,16.160,Matched
"(-73.785924, 40.645134)","(-73.94065094, 40.79152679)", ,18.15000,26.440, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82415771, 40.66038132)', '(-73.81568909, 40.76643753)', '(-73.87030792, 40.77317047)', '(-73.852005, 40.72877884)']"
"(-73.785924, 40.645134)","(-73.94091797, 40.75569916)","(-73.88587189, 40.75338364)",16.07000,22.410,12.37000,18.410,23.57500,22.490,Matched
"(-73.785924, 40.645134)","(-73.940979, 40.66483688)", ,10.93000,17.250, , ,,,"(-73.940979, 40.66483688):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.94104767, 40.85134888)", ,21.36000,28.880, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.73773956, 40.68690872)', '(-73.7338562, 40.94774246)', '(-73.85671997, 40.74385452)', '(-73.87078094, 40.77403641)', '(-73.84455109, 40.74058151)', '(-73.87291718, 40.77430344)']"
"(-73.785924, 40.645134)","(-73.94106293, 40.81840134)", ,18.89000,27.180, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7858963, 40.70792389)']"
"(-73.785924, 40.645134)","(-73.94143677, 40.66293716)", ,10.77000,16.910, , ,,,"(-73.94143677, 40.66293716):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.94165802, 40.85163879)", ,21.37000,28.930, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82415771, 40.66038132)', '(-73.81568909, 40.76643753)', '(-73.87030792, 40.77317047)', '(-73.852005, 40.72877884)']"
"(-73.785924, 40.645134)","(-73.94207001, 40.71832275)","(-73.88308716, 40.74779892)",12.15000,19.940,11.73000,17.310,21.70000,21.850,Matched
"(-73.785924, 40.645134)","(-73.94207764, 40.67039108)", ,10.67000,17.220, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83459473, 40.71823502)']"
"(-73.785924, 40.645134)","(-73.94219208, 40.6700058)", ,10.65000,17.120, , ,,,"(-73.94219208, 40.6700058):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.94229889, 40.68797302)", ,11.54000,19.780, , ,,,"(-73.94229889, 40.68797302):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.94232178, 40.72587967)","(-73.87648773, 40.74073029)",12.63000,21.840,11.65000,16.630,22.57000,20.730,Matched
"(-73.785924, 40.645134)","(-73.94242859, 40.66586685)", ,10.90000,17.740, , ,,,"(-73.94242859, 40.66586685):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.94267273, 40.82363129)","(-73.92562866, 40.8248558)",19.39000,28.340,19.50000,28.560,33.56000,29.700,Matched
"(-73.785924, 40.645134)","(-73.94283295, 40.78903198)","(-73.76122284, 40.6778183)",18.34000,26.780,3.98000,6.460,17.37000,22.770,Matched
"(-73.785924, 40.645134)","(-73.94287109, 40.80168915)","(-73.72074127, 40.74182892)",17.94000,26.050,10.38000,13.600,23.40500,31.060,Matched
"(-73.785924, 40.645134)","(-73.94319153, 40.80851364)", ,17.98000,26.220, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.94320679, 40.80696869)", ,17.83000,25.350, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82930756, 40.69573593)']"
"(-73.785924, 40.645134)","(-73.94326782, 40.80104828)","(-73.94065094, 40.79152679)",18.16000,26.700,18.15000,26.440,31.50000,27.380,Matched
"(-73.785924, 40.645134)","(-73.94330597, 40.7773056)", ,19.21000,27.690, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79592896, 40.66769409)']"
"(-73.785924, 40.645134)","(-73.94335938, 40.83427048)","(-73.81643677, 40.71327591)",20.40000,30.330,6.61000,9.260,21.77500,24.120,Matched
"(-73.785924, 40.645134)","(-73.94358063, 40.82043076)", ,19.11000,27.840, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76882172, 40.68149185)', '(-73.78511047, 40.7045517)', '(-73.78314209, 40.66827011)', '(-73.76280212, 40.68795013)', '(-73.79585266, 40.66764832)']"
"(-73.785924, 40.645134)","(-73.94358063, 40.82556915)", ,19.52000,28.560, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94267273, 40.82363129)', '(-73.91731262, 40.75971603)', '(-73.85620117, 40.7240715)', '(-73.92562866, 40.8248558)']"
"(-73.785924, 40.645134)","(-73.94374084, 40.82352829)","(-73.86870575, 40.85255051)",19.40000,28.320,18.24000,26.530,32.40000,32.830,Matched
"(-73.785924, 40.645134)","(-73.94395447, 40.66972351)","(-73.92424011, 40.66872025)",10.71000,17.460,9.66000,14.750,18.39000,16.090,Matched
"(-73.785924, 40.645134)","(-73.94413757, 40.70198822)", ,11.27000,17.610, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77639771, 40.64530563)']"
"(-73.785924, 40.645134)","(-73.94429779, 40.71359634)","(-73.86177826, 40.76844025)",11.91000,18.980,11.65000,15.820,21.14000,23.320,Matched
"(-73.785924, 40.645134)","(-73.94445801, 40.83879852)", ,20.68000,31.080, , ,,,"(-73.94445801, 40.83879852):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.94474792, 40.80163956)", ,18.35000,26.740, , ,,,"(-73.94474792, 40.80163956):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.94486237, 40.64915466)", ,10.83000,17.200, , ,,,"(-73.94486237, 40.64915466):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.94502258, 40.83903122)", ,20.71000,31.210, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82415771, 40.66038132)', '(-73.81568909, 40.76643753)', '(-73.87030792, 40.77317047)', '(-73.852005, 40.72877884)']"
"(-73.785924, 40.645134)","(-73.94503021, 40.8373909)","(-73.88772583, 40.65995407)",20.58000,30.840,7.54000,11.160,22.96000,31.800,Matched
"(-73.785924, 40.645134)","(-73.94539642, 40.71656799)","(-73.89143372, 40.67631149)",12.11000,19.610,7.83000,11.670,17.63500,16.340,Matched
"(-73.785924, 40.645134)","(-73.94624329, 40.66603851)", ,11.10000,17.970, , ,,,"(-73.94624329, 40.66603851):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.94645691, 40.64847565)", ,10.96000,17.330, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76882172, 40.68149185)', '(-73.78511047, 40.7045517)', '(-73.78314209, 40.66827011)', '(-73.76280212, 40.68795013)', '(-73.79585266, 40.66764832)']"
"(-73.785924, 40.645134)","(-73.94654083, 40.77562332)","(-73.88600922, 40.74955368)",19.29000,27.710,12.01000,18.060,25.86500,24.600,Matched
"(-73.785924, 40.645134)","(-73.94670868, 40.8379631)", ,20.61000,31.210, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.74902344, 40.69298172)', '(-73.71291351, 40.63681412)']"
"(-73.785924, 40.645134)","(-73.94671631, 40.65097046)","(-73.9335556, 40.67245865)",10.79000,16.580,10.29000,16.410,18.58000,18.970,Matched
"(-73.785924, 40.645134)","(-73.94687653, 40.77997589)", ,19.12000,27.380, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87030792, 40.83628845)', '(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.9469986, 40.77647781)", ,19.22000,27.380, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79193878, 40.66595459)', '(-73.88587189, 40.75338364)', '(-73.86870575, 40.85255051)', '(-73.83746338, 40.70149994)']"
"(-73.785924, 40.645134)","(-73.94700623, 40.66696548)", ,11.33000,18.100, , ,,,"(-73.94700623, 40.66696548):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.94706726, 40.67232895)", ,11.05000,18.200, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82897186, 40.70869064)', '(-73.79602051, 40.90875626)', '(-73.81965637, 40.70231247)']"
"(-73.785924, 40.645134)","(-73.94718933, 40.67615128)", ,10.84000,17.530, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80701447, 40.67621994)', '(-73.75695038, 40.66144943)']"
"(-73.785924, 40.645134)","(-73.94753265, 40.76512909)","(-73.8445816, 40.69091034)",16.54000,25.630,7.20000,10.920,20.01500,23.700,Matched
"(-73.785924, 40.645134)","(-73.94757843, 40.67159653)", ,11.43000,18.140, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86830139, 40.81626511)']"
"(-73.785924, 40.645134)","(-73.94758606, 40.77876663)","(-73.9312973, 40.7605629)",19.22000,27.590,15.36000,21.250,29.15500,26.540,Matched
"(-73.785924, 40.645134)","(-73.94765472, 40.72521973)","(-73.78663635, 40.64699173)",12.79000,21.630,1.59000,5.270,12.40500,17.960,Matched
"(-73.785924, 40.645134)","(-73.94773102, 40.83031082)", ,20.19000,29.980, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91004181, 40.76938248)', '(-73.79031372, 40.64677048)', '(-73.84516907, 40.72424316)', '(-73.7939682, 40.66730118)']"
"(-73.785924, 40.645134)","(-73.94786835, 40.77624512)", ,19.30000,27.590, , ,,,"(-73.94786835, 40.77624512):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.9480896, 40.62778091)", ,12.41000,19.750, , ,,,"(-73.9480896, 40.62778091):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.94821167, 40.72278595)", ,12.65000,21.110, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85067749, 40.72571945)', '(-73.87106323, 40.77423096)']"
"(-73.785924, 40.645134)","(-73.94837952, 40.77984619)","(-73.86713409, 40.68715286)",19.29000,27.880,7.02000,10.650,20.96000,21.560,Matched
"(-73.785924, 40.645134)","(-73.9484024, 40.69551086)", ,11.35000,17.360, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80805206, 40.6842804)']"
"(-73.785924, 40.645134)","(-73.94857788, 40.77996063)", ,19.27000,27.830, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.74902344, 40.69298172)', '(-73.71291351, 40.63681412)']"
"(-73.785924, 40.645134)","(-73.94879913, 40.81337738)", ,18.55000,26.700, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76882172, 40.68149185)', '(-73.78511047, 40.7045517)', '(-73.78314209, 40.66827011)', '(-73.76280212, 40.68795013)', '(-73.79585266, 40.66764832)']"
"(-73.785924, 40.645134)","(-73.94897461, 40.70667648)", ,11.83000,19.410, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.73644257, 40.68632126)', '(-73.79010773, 40.64343262)']"
"(-73.785924, 40.645134)","(-73.94898224, 40.79721069)", ,18.68000,27.130, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9312973, 40.7605629)', '(-73.7858963, 40.70792389)']"
"(-73.785924, 40.645134)","(-73.94920349, 40.72164917)", ,12.56000,21.150, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88772583, 40.65995407)', '(-73.78061676, 40.66981125)', '(-73.79748535, 40.73588562)', '(-73.82897186, 40.70869064)', '(-73.79602051, 40.90875626)', '(-73.81965637, 40.70231247)']"
"(-73.785924, 40.645134)","(-73.94927979, 40.70755005)", ,11.81000,19.600, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7951889, 40.67710876)', '(-73.79940033, 40.66728973)', '(-73.86188507, 40.7685318)', '(-73.77681732, 40.64593124)']"
"(-73.785924, 40.645134)","(-73.94936371, 40.77194977)", ,18.29000,27.430, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78334045, 40.66814423)']"
"(-73.785924, 40.645134)","(-73.94966125, 40.78214264)", ,18.93000,28.450, , ,,,"(-73.94966125, 40.78214264):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.94969177, 40.6842041)","(-73.92170715, 40.65076447)",11.19000,18.500,9.60000,14.810,18.85000,18.360,Matched
"(-73.785924, 40.645134)","(-73.94984436, 40.79603577)","(-73.88790131, 40.6666832)",18.77000,27.400,8.06000,13.190,21.76000,27.640,Matched
"(-73.785924, 40.645134)","(-73.95008087, 40.77163315)", ,18.23000,27.200, , ,,,"(-73.95008087, 40.77163315):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.95017242, 40.77041626)","(-73.92339325, 40.76040268)",18.29000,27.840,15.11000,20.860,29.03000,25.350,Matched
"(-73.785924, 40.645134)","(-73.95024872, 40.76132965)", ,16.70000,26.260, , ,,,"(-73.95024872, 40.76132965):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95037842, 40.62988663)", ,12.59000,20.010, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76882172, 40.68149185)', '(-73.78511047, 40.7045517)', '(-73.78314209, 40.66827011)', '(-73.76280212, 40.68795013)', '(-73.79585266, 40.66764832)']"
"(-73.785924, 40.645134)","(-73.95050049, 40.77550125)","(-73.88079071, 40.75117111)",18.32000,27.270,12.08000,18.100,25.71500,24.770,Matched
"(-73.785924, 40.645134)","(-73.95054626, 40.7698288)","(-73.92527771, 40.7026329)",18.15000,27.230,10.50000,18.420,24.11500,26.630,Matched
"(-73.785924, 40.645134)","(-73.95056915, 40.71024323)", ,12.18000,19.540, , ,,,"(-73.95056915, 40.71024323):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95068359, 40.71898651)", ,12.78000,20.830, , ,,,"(-73.95068359, 40.71898651):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95077515, 40.77580643)", ,18.68000,28.240, , ,,,"(-73.95077515, 40.77580643):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.95081329, 40.66571426)","(-73.73832703, 40.61838913)",11.69000,18.220,6.46000,9.060,15.57000,23.080,Matched
"(-73.785924, 40.645134)","(-73.95106506, 40.7733345)","(-73.81770325, 40.72028732)",18.40000,27.670,7.13000,10.220,20.96500,20.950,Matched
"(-73.785924, 40.645134)","(-73.95140839, 40.80922318)","(-73.92382813, 40.7672081)",18.37000,26.600,14.87000,20.740,28.17000,25.290,Matched
"(-73.785924, 40.645134)","(-73.95146179, 40.68225861)", ,11.20000,18.500, , ,,,"(-73.95146179, 40.68225861):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95175171, 40.70427322)","(-73.93076324, 40.69781876)",11.90000,19.260,10.66000,16.990,20.29000,18.590,Matched
"(-73.785924, 40.645134)","(-73.95179749, 40.759552)", ,16.86000,26.880, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80444336, 40.6914711)', '(-73.73350525, 40.70396805)', '(-73.88345337, 40.76031876)', '(-73.87194824, 40.75368118)', '(-73.78205872, 40.70539093)', '(-73.81593323, 40.7006073)', '(-73.9283905, 40.75972748)']"
"(-73.785924, 40.645134)","(-73.95192719, 40.7324295)", ,15.80000,22.200, , ,,,"(-73.95192719, 40.7324295):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95215607, 40.78119278)", ,18.73000,27.820, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80444336, 40.6914711)', '(-73.73350525, 40.70396805)', '(-73.88345337, 40.76031876)', '(-73.87194824, 40.75368118)', '(-73.78205872, 40.70539093)', '(-73.81593323, 40.7006073)', '(-73.9283905, 40.75972748)']"
"(-73.785924, 40.645134)","(-73.95217896, 40.67364883)", ,11.46000,18.190, , ,,,"(-73.95217896, 40.67364883):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95225525, 40.77388382)","(-73.91256714, 40.74268341)",18.21000,27.140,13.21000,19.240,26.78000,23.890,Matched
"(-73.785924, 40.645134)","(-73.95230103, 40.66902161)", ,11.80000,18.520, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83181763, 40.70597076)']"
"(-73.785924, 40.645134)","(-73.95231628, 40.78662872)", ,19.23000,27.430, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79608154, 40.66765976)', '(-73.94034576, 40.76054001)']"
"(-73.785924, 40.645134)","(-73.95253754, 40.8124733)", ,18.55000,26.930, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80605316, 40.71461105)', '(-73.73736572, 40.68689346)', '(-73.89328003, 40.70210266)', '(-73.84954071, 40.72886658)']"
"(-73.785924, 40.645134)","(-73.95264435, 40.77585602)","(-73.87886047, 40.6811409)",18.39000,27.740,7.20000,11.070,21.07000,20.860,Matched
"(-73.785924, 40.645134)","(-73.95272064, 40.8249054)", ,19.74000,29.280, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94287109, 40.80168915)', '(-73.82331085, 40.72621536)', '(-73.83320618, 40.74817276)', '(-73.72074127, 40.74182892)']"
"(-73.785924, 40.645134)","(-73.95274353, 40.78834152)", ,19.45000,28.050, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9312973, 40.7605629)', '(-73.91478729, 40.66252136)', '(-73.7858963, 40.70792389)', '(-73.94758606, 40.77876663)']"
"(-73.785924, 40.645134)","(-73.95277405, 40.67877579)", ,10.96000,16.780, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.74951935, 40.67577362)']"
"(-73.785924, 40.645134)","(-73.95279694, 40.79164124)","(-73.91356659, 40.69368744)",18.91000,28.530,9.88000,16.160,24.14500,26.720,Matched
"(-73.785924, 40.645134)","(-73.95281219, 40.65320206)", ,11.11000,16.720, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92015839, 40.68386078)', '(-73.9385376, 40.66235352)']"
"(-73.785924, 40.645134)","(-73.95290375, 40.59923172)", ,14.04000,19.700, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.89328003, 40.70210266)', '(-73.84954071, 40.72886658)']"
"(-73.785924, 40.645134)","(-73.95296478, 40.82416153)","(-73.74138641, 40.61179352)",19.53000,28.550,7.05000,9.830,21.32500,32.090,Matched
"(-73.785924, 40.645134)","(-73.95298004, 40.75817871)","(-73.83352661, 40.75603867)",16.98000,27.320,9.89000,13.460,23.55000,21.630,Matched
"(-73.785924, 40.645134)","(-73.95341492, 40.7580986)", ,17.00000,27.390, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.75974274, 40.67005539)', '(-73.84539032, 40.65422821)', '(-73.91368103, 40.64154053)']"
"(-73.785924, 40.645134)","(-73.95346832, 40.76705551)", ,17.87000,26.430, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87030792, 40.83628845)', '(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.95372772, 40.69112015)", ,11.92000,18.470, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79592896, 40.66769409)']"
"(-73.785924, 40.645134)","(-73.95380402, 40.66300964)","(-73.90786743, 40.61906433)",11.79000,17.910,11.89000,20.080,20.74500,23.120,Matched
"(-73.785924, 40.645134)","(-73.95381927, 40.69104004)","(-73.91716003, 40.70163727)",11.93000,18.480,10.20000,17.770,19.44000,20.490,Matched
"(-73.785924, 40.645134)","(-73.95388794, 40.6641922)", ,11.40000,17.680, , ,,,"(-73.95388794, 40.6641922):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95404053, 40.72583771)","(-73.9151001, 40.69067764)",13.45000,22.720,9.60000,14.980,20.96000,19.250,Matched
"(-73.785924, 40.645134)","(-73.95406342, 40.78699875)","(-73.93120575, 40.75728989)",19.31000,27.570,15.45000,21.320,29.23500,26.600,Matched
"(-73.785924, 40.645134)","(-73.95420074, 40.67316818)","(-73.92867279, 40.68418121)",11.36000,18.230,10.24000,16.690,19.35500,18.880,Matched
"(-73.785924, 40.645134)","(-73.95452881, 40.66560364)", ,11.60000,18.580, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79933167, 40.6672554)', '(-73.77322388, 40.71449661)']"
"(-73.785924, 40.645134)","(-73.95468903, 40.77391815)", ,18.38000,27.410, , ,,,"(-73.95468903, 40.77391815):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95475769, 40.66137314)", ,11.73000,18.040, , ,,,"(-73.95475769, 40.66137314):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95475769, 40.77226639)", ,18.31000,27.330, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87030792, 40.83628845)', '(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.9549942, 40.65610886)", ,11.55000,17.810, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92170715, 40.65076447)', '(-73.91356659, 40.69368744)', '(-73.85620117, 40.7240715)']"
"(-73.785924, 40.645134)","(-73.95508575, 40.77341843)","(-73.90486908, 40.6911087)",18.31000,26.940,9.54000,14.820,23.01000,23.520,Matched
"(-73.785924, 40.645134)","(-73.95510864, 40.74147034)", ,15.69000,22.120, , ,,,"(-73.95510864, 40.74147034):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95513153, 40.69444275)", ,11.72000,18.080, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7891922, 40.64242172)']"
"(-73.785924, 40.645134)","(-73.95526886, 40.76575089)", ,17.72000,26.210, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.74902344, 40.69298172)', '(-73.71291351, 40.63681412)']"
"(-73.785924, 40.645134)","(-73.9553299, 40.77690887)","(-73.92481995, 40.69216919)",18.39000,27.110,10.08000,15.340,23.63500,23.990,Matched
"(-73.785924, 40.645134)","(-73.95542908, 40.80373001)", ,18.78000,27.370, , ,,,"(-73.95542908, 40.80373001):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95544434, 40.67110825)", ,11.59000,18.640, , ,,,"(-73.95544434, 40.67110825):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95552063, 40.71313858)", ,12.57000,20.180, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76901245, 40.70062256)', '(-73.77885437, 40.73575592)']"
"(-73.785924, 40.645134)","(-73.95568085, 40.69223022)","(-73.95372772, 40.69112015)",11.91000,18.490,11.92000,18.470,21.15500,19.210,Matched
"(-73.785924, 40.645134)","(-73.95570374, 40.64045334)", ,12.32000,18.610, , ,,,"(-73.95570374, 40.64045334):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95581055, 40.68774414)", ,11.99000,19.110, , ,,,"(-73.95581055, 40.68774414): D2: (-73.89521027, 40.75666428)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.95590973, 40.80392838)", ,18.80000,27.210, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88308716, 40.74779892)', '(-73.83773041, 40.6896553)', '(-73.83651733, 40.71903229)', '(-73.86490631, 40.72285461)', '(-73.86492157, 40.77043152)']"
"(-73.785924, 40.645134)","(-73.95599365, 40.673069)", ,11.52000,18.480, , ,,,"(-73.95599365, 40.673069):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95623016, 40.6693306)", ,11.98000,19.600, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92380524, 40.66817856)', '(-73.89143372, 40.67631149)', '(-73.82070923, 40.6792717)']"
"(-73.785924, 40.645134)","(-73.95645142, 40.74733353)", ,16.21000,23.850, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.95649719, 40.74676895)", ,16.17000,23.690, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.74902344, 40.69298172)', '(-73.71291351, 40.63681412)']"
"(-73.785924, 40.645134)","(-73.95668793, 40.78659821)", ,19.52000,28.260, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9397049, 40.75151062)', '(-73.74612427, 40.65332031)', '(-73.8273468, 40.69430161)', '(-73.83740997, 40.69107056)', '(-73.73832703, 40.61838913)', '(-73.88946533, 40.66534424)', '(-73.75437164, 40.66233063)', '(-73.80250549, 40.69096756)']"
"(-73.785924, 40.645134)","(-73.95671844, 40.74467087)","(-73.92546082, 40.7678566)",16.00000,23.210,14.78000,20.320,26.38500,23.150,Matched
"(-73.785924, 40.645134)","(-73.95674133, 40.66438675)","(-73.94718933, 40.67615128)",11.58000,18.420,10.84000,17.530,20.05000,18.750,Matched
"(-73.785924, 40.645134)","(-73.95679474, 40.73068619)", ,13.80000,22.260, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95404053, 40.72583771)', '(-73.9151001, 40.69067764)']"
"(-73.785924, 40.645134)","(-73.95690155, 40.72006607)", ,12.90000,20.520, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79592896, 40.66769409)']"
"(-73.785924, 40.645134)","(-73.95703888, 40.58483887)", ,15.49000,19.410, , ,,,"(-73.95703888, 40.58483887):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95729065, 40.67023468)", ,11.86000,19.140, , ,,,"(-73.95729065, 40.67023468):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.95742798, 40.68767166)", ,11.91000,18.780, , ,,,"(-73.95742798, 40.68767166): D2: (-73.89521027, 40.75666428)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.95756531, 40.69065094)","(-73.95513153, 40.69444275)",11.94000,18.620,11.72000,18.080,21.03000,18.810,Matched
"(-73.785924, 40.645134)","(-73.9577179, 40.76762772)","(-73.95526886, 40.76575089)",17.73000,26.260,17.72000,26.210,30.85000,26.570,Matched
"(-73.785924, 40.645134)","(-73.95773315, 40.68687439)", ,11.73000,18.600, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9335556, 40.67245865)', '(-73.81424713, 40.68709183)']"
"(-73.785924, 40.645134)","(-73.95774841, 40.57741928)", ,15.44000,20.110, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79837799, 40.66733551)']"
